song_id,title,artist,mood,year,valence,energy,youtube_id
5qOSxnUpGWvmtYGtPAUNNa,Black Velvet Band,Marooned,Sad,2014,0.402,0.105,
3xS0e4LKPqBz7X7tdmd12h,Exotic Delight,José Jesus de Azevedo Souza,Sad,2018,0.267,0.004,
07RMlUHvvI3ZAmEaOKfcIV,Sea Rapture,Eric Coates,Sad,2019,0.078,0.092,
0oxlp2zUuqLoygXgk9kCNq,Awaken Love (Remixed) [feat. Jenn Johnson],Sean Feucht,Sad,2016,0.152,0.386,
2fpjCuHcToRraq8czH4YKT,"String Quintet No. 10 in F Minor, Op. 32: III. Menuetto. Allegro impetuoso",George Onslow,Sad,2017,0.316,0.143,
4TU0kW7qmq5ko2mBboPDE9,Ain't No Way,Aretha Franklin,Sad,2019,0.231,0.283,
3RWZqLiJOUx9rgkKUjCDX5,Prayer,William Parker,Sad,2018,0.194,0.313,
6KzohF65SdQvgLmncZNtGV,Repose,The Design Abstract,Sad,2017,0.097,0.422,
282H2DZqUyHj1IeSzvS8FS,Take A Bite Of My Heart,Sianoa,Sad,2014,0.385,0.39,
7t2JFTm9xL88zKE3jdH5SK,Give It to Me,Sarana Verlin & Billy Brandt,Sad,2013,0.408,0.432,
2YFJ55NC5u86O8CwVnuRmw,"Kinderszenen “Scenes from Childhood”, Op. 15: Kuriose Geschichte “A Curious Story”",Robert Schumann,Sad,2019,0.351,0.061,
4pSAi16GdNSXzMM8BoIX6v,HOPE YOU'LL STAY,Lorn,Sad,2019,0.053,0.216,
7sofkyTvxeFlhtfwLZkxfm,"König Stephan, Op. 117: No. 2, Auf dunkelm Irrweg in finstern Hainen",Ludwig van Beethoven,Sad,2020,0.0,0.094,
1H5fNwNNB7Abu08GOMsJQm,"Leo: Andromaca, Act 1: ""Prendi quel ferro, o barbaro!"" (Andromaca)",Leonardo Leo,Sad,2016,0.079,0.215,
5bZCdPf7eRVIFMp26uyLOe,Close Your Eyes,Dan Gibsons Solitudes,Sad,2013,0.081,0.036,
2WlV1DObPh7Jnb6tIVUbfI,Warm Breeze,Tom Hambleton,Sad,2014,0.229,0.36,
0WOPP0xA8yyrvjQikTwTYj,Solo de Concours: III. Final,Theo Charlier,Sad,2016,0.449,0.302,
1MmfoWhwNnnh77oElLoaGD,"Etudes, Vol. 1: No. 8, —",Philip Glass,Sad,2015,0.037,0.037,
0bWzI7LtDTB1QsnkDmj8lL,Night,Oakland Elementary School Arkestra,Sad,2018,0.09,0.077,
20z51sF5PpigOtjssOyi5o,I'm Going Home (feat. Kieran Kane),Go Jane Go,Sad,2013,0.353,0.194,
0YaFPRbewwlOY2NhEKht3m,Taboo,Micah Jasper,Sad,2016,0.1,0.374,
7oZ0tRDGkAulSYLfylNwyo,"Symphony No. 7 in C-Sharp Minor, Op. 131: II. Allegretto",Sergei Prokofiev,Sad,2015,0.06,0.113,
5D0YEdCGcRLCme9HxTuxq5,Sinking,Lexie Hofer,Sad,2017,0.04,0.3,
2lxSkPf3DBQBoakMk48TB6,"24 Préludes, Op. 28: No. 18 in F Minor. Allegro Molto",Frédéric Chopin,Sad,2014,0.113,0.133,
4iApGhZHsH71gudr1Vt8y9,Wrestler,Lotte Kestner,Sad,2013,0.038,0.217,
7Hmu2OnopOe7shS8LUolvG,Cry 4 Me,Roderick Porter,Sad,2019,0.258,0.432,
7sqHgzTQKgli6iSQs6JDmi,Same Old Lang Syne,Dan Fogelberg,Sad,2019,0.337,0.288,
6vdyi50iTmw1fur93NXpAv,Slow Waves,Kane Ikin,Sad,2012,0.037,0.184,
3FI3ypjcwqL0Nn0X6kB6KF,Jawnuta: Taniec cygański (Gypsy Dance),Stanisław Moniuszko,Sad,2017,0.352,0.284,
47dlfz93LebFUEktlkOmqO,Just When I Needed You Most,Tony Wilson,Sad,2019,0.438,0.226,
4HRRnh3moZc9NbxXnCOweH,"Keyboard Sonata in D Major, Op. 37 No. 3, Hob. XVI:42: I. Andante con espressione",Franz Joseph Haydn,Sad,2013,0.248,0.086,
3Mlsyx54m4oV3x73ZNLuSr,How Marvelous (I Stand Amazed),Mike Kendrick,Sad,2016,0.11,0.204,
1UxBOeogkRzj9yBAhiYHFO,"Sonata No. 1, in F minor, Op. 2 No. 1:",Ludwig van Beethoven,Sad,2012,0.231,0.012,
4lp7g7sQzd1MMzTJfDghN9,"String Quartet No. 15 in G Major, Op. 161, D. 887: IV. Allegro assai",Franz Schubert,Sad,2017,0.224,0.045,
0a9KuXApg4mtpbWLpc6KNn,Isaac Albéniz,Tor Rivera,Sad,2016,0.039,0.105,
19VJZRx49i5Zb9Vglu1Kq7,Firefly,Eri Yamamoto Trio,Sad,2013,0.234,0.137,
5zZY5LXTgeTmuPMR0bTgJW,Epilogue,mell-ø,Sad,2020,0.268,0.084,
70cEQ0ArQfGQZBcmLt1uO5,Pain Relief (part 6),Steven Halpern,Sad,2017,0.04,0.02,
0hBmLRQbLHyJkSczMPVaUT,STAR TREK BORG: Goldsmith Has Been Assimilated,Dominik Hauser,Sad,2013,0.164,0.099,
6oij47Tq0c1vBhFPUexMTa,Land of Shadows,Audiomachine,Sad,2012,0.165,0.335,
5KeibvfmGXL2q64tvEgWtR,In The Memory Lane,Moz5a,Sad,2016,0.062,0.225,
4HoaATxCm9CMESRtXnOC9h,Raindrops in the Night,The Morning Shift,Sad,2020,0.311,0.194,
3z0PxNEJpHJ0b03MFyodI7,Be Band Keshide Shodane Zahak Dar Koohe Damavand Tavasite Fereydoon,Shahram Nazeri,Sad,2016,0.274,0.427,
2YyQem2l3ZxCHawwGGTTml,Ampersand,Belle Jewel,Sad,2018,0.068,0.306,
0JOZApimenoJDE0HLkjNZO,Daddy's Gun,Black Dice,Sad,2015,0.18,0.336,
45YRXophlDKAWtHPHzfsRA,Medley: The Beatles - Golden Slumbers - Carry That Weight - The End,Peter Breiner,Sad,2019,0.275,0.315,
1rnmRyfhdLdGzD2mf9MvRS,Prelude in C Minor,Felix Mendelssohn,Sad,2014,0.085,0.001,
4a6BnJzs4HRYPMkAh65yW1,Aquatic Ambience,insaneintherainmusic,Sad,2016,0.338,0.4,
3NcNsvfiO4KlEMtsiRZo72,"Violin Sonata No.6 in A Major, Op. 30 No.1: II. Adagio molto espressivo",Ludwig van Beethoven,Sad,2017,0.071,0.157,
5G12f4qrKsP1iy3asIYb3x,Lord Fix Me First 2,Deborah Brown,Sad,2015,0.224,0.265,
7JZo7JkgQI2egPTkXynlOQ,"Symphony No. 8 in E Minor, Op. 48: III. Molto vivo",Kurt Atterberg,Sad,2014,0.276,0.086,
1lqp1CZgt51DJuUpATtLca,Moonlit Meadows,Dan Gibsons Solitudes,Sad,2013,0.258,0.106,
0M2kBgQCtrZnCTPEWSdAco,N°111,relaxdaily,Sad,2020,0.067,0.173,
5443wqJfy8goBqvlovKDOV,"Piano Trio No. 3 in G Minor, Op. 110: IV. Kräftig, mit Humor",Robert Schumann,Sad,2014,0.262,0.067,
5P6yrOJgNS8u0HwEE2VHJ2,"There's a Sweet, Sweet Spirit",Cyrus Chestnut,Sad,2017,0.04,0.007,
5uFSXnzJP7VEBTdxb5JTBg,Il fanatico burlato: Overture,Domenico Cimarosa,Sad,2016,0.255,0.126,
3UkcCzhObfPbJVEC3HwPYp,A04/ Lighthouse,Superposition,Sad,2019,0.072,0.03,
6LVt9J5KQYGp8mAXWNgoRP,"Piano Concerto in C Minor, Op. 185: I. Allegro",Joachim Raff,Sad,2017,0.097,0.079,
0xmudjNYG85icLRdLWMDLL,"Les euménides, Op. 41, Act I: Act I: Vous dormez la-dedans (Ghost of Clytemnestra, Chorus, Clytemnestra)",Darius Milhaud,Sad,2014,0.101,0.18,
3YOSREsaibDgv4EdQ0AeAQ,Plan & Elevation: V. The Beech Tree,Caroline Shaw,Sad,2019,0.043,0.19,
5N88wPeKhdkkJO8xEYZ8m8,No Games,2Ru3,Sad,2018,0.287,0.287,
7m9XNCP3QX0Lvda2ERnDhc,Das Lied von der Erde (Arr. for Voice & Chamber Ensemble): V. Der Trunkene im Frühling (The Drunkard in Spring),Arnold Schoenberg,Sad,2016,0.149,0.166,
35ZuOlpqllJdh3ztA5sGcx,Industrious Insects,Jacob Shea,Sad,2016,0.038,0.276,
5UU3tGYRAV5u21S0MzCKFv,Dirge for the Living,Tom Day,Sad,2018,0.034,0.338,
2efMv1tzHLmZ3HAlcNkDpw,Nightclub Jitters - 2020 Remaster,The Replacements,Sad,2020,0.329,0.281,
2KDplTtvmGoFhriMjJ4xof,"Componimento drammatico, Overture: II. Andantino",Domenico Cimarosa,Sad,2016,0.225,0.013,
2Ee6LsCt7ovWvwu61K6voM,Seem to Freeze,Dirtwire,Sad,2019,0.112,0.234,
2wRB0wMC9XbWVqC19jlMss,"Konzertmusik, Op. 50 ""Bostoner Sinfonie"": Pt. 1, Mäßig schnell, mit Kraft - Sehr breit, aber stets fließend",Paul Hindemith,Sad,2018,0.04,0.19,
2C3za3jadgRRulFc2KmhZO,Supersonic Struttin',William Castleman,Sad,2019,0.392,0.076,
2oKQj1dPkx0zXD0WXNHnq5,Grind on Me,Twan G.,Sad,2017,0.038,0.445,
5hgmE2BFUKoq0vBdOEsz9y,Billy's Blues,Mark Winkler,Sad,2013,0.15,0.037,
4vKD0wWXACxyDYFigVNRga,Spirales,Deuter,Sad,2016,0.334,0.209,
3EUlDy3rBz6eJleveUVOEa,"Ode for St Cecilia’s Day, HWV 76: Ode for St Cecilia’s Day, HWV 76: XIV. Accompagnato. But Bright Cecilia Rais’d the Wonder",George Frideric Handel,Sad,2018,0.068,0.055,
6zSswIM9UIsdHyZYQKzsLh,Dialogues sur trame noize mélodia & le contrôle des vagues,vromb,Sad,2018,0.101,0.232,
2iU0zN6T9DfHX99poQiP5n,Lucid Dreams - Instrumental,Piano Dreamers,Sad,2018,0.203,0.247,
3Kj15Dh5RhL4mnEY3ulQBH,Flowers,Aso,Sad,2018,0.307,0.081,
4RGE0lNVhMaYqcQHYqfFAc,On Your Balcony,Cyd Smith,Sad,2012,0.242,0.226,
5yF6SAbCrPmEqhfAhRw6P8,Anastasia,Annie Potter,Sad,2020,0.272,0.397,
3Qo2fApYY4JKuztgMjs1yC,Gemini,Dustin Koykas,Sad,2020,0.088,0.157,
6btXWq0TbOmOL8xhfe4pZN,"Symphony No. 6 in A Minor ""Tragic"": IV. Finale. Allegro moderato - Allegro energico",Gustav Mahler,Sad,2017,0.072,0.165,
4ahDCsB4dkBeS36tgsFaBv,Crash,Nathan Barr,Sad,2017,0.03,0.223,
7IfoExHODVI6KZwJyg83zk,Vulnerable,La Beriso,Sad,2019,0.301,0.201,
6sIa2pxEvAqrkQ78luqvv4,Dark Sky (arr. G. Garcia for violin and guitar),Traditional,Sad,2016,0.343,0.096,
50EuaphjaoIaSDTofRmNby,God's Dark Heaven,Those Poor Bastards,Sad,2012,0.079,0.197,
0kThcKpUJNYjHCQTPfqAsH,"Spell for piano trio (version for violin, cello and piano)",Per Nørgård,Sad,2013,0.036,0.111,
35JONQzNr6qk5OYow0C1cB,Three,Sleeping At Last,Sad,2019,0.259,0.182,
48b8Bc2zSJijZJi4qwNr6L,Pirates Party,Lil B,Sad,2020,0.424,0.298,
4AxYWV1wcnOVofYABXZYBn,Lay Next 2 U,Dan DLion,Sad,2020,0.224,0.171,
5dssXWtIezM4am9h6URjhO,The Earth Song,Classico Latino,Sad,2013,0.202,0.34,
2wmpMYpZXZqsSZFMOqKhUG,"Lamentation faite sur la très douloreuse Mort de sa Majesté Impériale, Ferdinand le Troisiesme",Johann Jakob Froberger,Sad,2016,0.307,0.072,
3VsIYLMMTe6jcCRQG1p8It,"Concerto grosso in F Major, Op. 6 No. 2, HWV 320: III. Largo",George Frideric Handel,Sad,2019,0.12,0.043,
4agxlnZbiQi6AJa4TTqArg,Circuits (Ambient),The American Dollar,Sad,2013,0.051,0.388,
3XS8jZ2lpV4DJj2hIPGpnF,Drowning,Tracksonix,Sad,2015,0.04,0.086,
1IUgY3o1JAo9gAPNaw1TV5,"7 Clavierstucke in Fughettenform, Op. 126: No. 1. Nicht schnell, leise vorzutragen",Robert Schumann,Sad,2013,0.164,0.014,
4lfksGk2VVifbOANXbW7c1,Good Night,Matthew Emery,Sad,2014,0.039,0.05,
7n5WfKr9qEnx55nb3bV6gU,Forever Distant,Chuck van Zyl,Sad,2012,0.035,0.275,
1rMkX4tjGIW5FAsa43PNkC,Monsters,Lenka,Sad,2013,0.069,0.25,
5v79dtoqYHWhDWJzbz6oKP,Muzak from the Hive Mind Part II,Black Lung,Sad,2015,0.086,0.269,
023JJQjIcHyGtJ6OztUWsY,Nascita di un menestrello,Barbino il Menestrello Apocalittico,Sad,2018,0.343,0.36,
3LiDoNmr3uUnGacQN8vcy5,I'll Be Home for Christmas,Ingrid Michaelson,Sad,2018,0.167,0.199,
2mDfziyWvHtCOe9Ghd8noA,A Bend In The River,Kelly David,Sad,2019,0.039,0.283,
75yIkloUrYCC9KVsjIeUHu,There's No You,Sam Taylor Quartet,Sad,2017,0.391,0.189,
3IIN8p4YXfXj0wml0sCBYP,"Symphony No. 11 ""Sinfonia Piccola"": III. Conclusione. Adagio",Hans Eklund,Sad,2020,0.034,0.073,
6vp8Xwbkpgzm1bSDLWtxWj,I Will Come to You in the Silence / You Are Mine,Hopeful Blues,Sad,2015,0.185,0.262,
0JIuaw0WUgJwqGGIdA4SUV,Everything I Have Is Yours,Joe Castro,Sad,2015,0.358,0.258,
6NnbCXTvEE8bsOGNOBJboG,"Dear, if You Change, I'll Never Choose Again",John Dowland,Sad,2018,0.241,0.019,
2moaNR2y8Me3y1T9HRAh9D,Tempering,Laszlo Gardony,Sad,2013,0.046,0.014,
2GTr0XSKaj9rhAMBw8Wauj,"Piano Sonata No. 17 in D Minor, Op. 31 No. 2 ""Tempest""",Ludwig van Beethoven,Sad,2012,0.172,0.084,
7GknANLATyQRu8FF3ePnGI,Cold Black Hammer,Joe Ely,Sad,2015,0.383,0.342,
4mI6z22M5uiRHQMiEklt0L,Vanya's Orchestra II,Jeff Russo,Sad,2019,0.322,0.365,
5RIe73NFmC0wr8nhjwgV9y,"Suite in C Major, FbWV 612: I. Lamento",Johann Jakob Froberger,Sad,2019,0.235,0.135,
4QtgtB1DZuPCfQ5v8O77Sq,Break Up Song - Acoustic Version,Little Mix,Sad,2020,0.444,0.418,
771K7RBQa9h5mUGyILKHOP,Oh My God,Raleigh Holmes,Sad,2016,0.101,0.051,
4p8UF8Av3g4ozkE5SvZiFP,The One You're Waiting For,Lynn Miles,Sad,2015,0.384,0.39,
3zWhSdHoJN76Fa8iAbh2YP,Concerto for 2 Pianos in C Major: IIIb. Finale alla tedesca,Ralph Vaughan Williams,Sad,2017,0.039,0.038,
0hTLoBrTCyctmBg2Ah5zSk,Também Sonhar,Slow J,Sad,2019,0.318,0.309,
709r1XoJcxDiQWyVsXgECp,Icaro del Silbido (Whistling Icaro),Silvia Nakkach With Christopher Eickmann,Sad,2012,0.079,0.02,
4FUtQp2UGlQW1ZUBjkeKBA,Bótanlle Leña,SES,Sad,2016,0.15,0.366,
6YNrp0Y6BicHLP1nGqa5nK,Mother's Park,Carl Solomon,Sad,2012,0.447,0.159,
1QV4zwvz8zwvmqzVFKg6sY,Past My Limit,Close Cash,Sad,2019,0.229,0.325,
4lZjPEntb4fhRUdL4AAn2X,"Capriccio in B-Flat Major, BWV 992 ""On the Departure of a Beloved Brother"": III. The Friends' Lament",Johann Sebastian Bach,Sad,2020,0.142,0.118,
6lujQrhUtgyWs2AA415kyP,The Himalayas,Jacob Shea,Sad,2016,0.259,0.177,
7hEvLP6lcG8XeI9CIOHeoE,Mud and Stones,Hilary Woods,Sad,2020,0.033,0.231,
6DGpOELEwanOhTOHTgS73v,Can't Have You Now,Jenny Van West,Sad,2018,0.186,0.371,
5s5wbQ2IyBEkdBpyyOvMNc,Main Title,Dennis McCarthy,Sad,2019,0.0,0.092,
5xRMnRcWlF0aZBgGuhdCAc,"Castrovalva Suite (From ""Castrovalva"")",Paddy Kingsland,Sad,2013,0.075,0.121,
4FbL7Xwyzb6Mgfyb58pwKi,"December 13, 2017: Geminid Meteor Shower",Sleeping At Last,Sad,2017,0.15,0.21,
2KhfNoXvaBwL0PVA4XEzLh,Because You First Loved Me,Tyde Moore,Sad,2012,0.275,0.283,
3OlXaGRgxsEvrOJGZIzEvM,Trumpet Sonata in B-Flat Major: II. Massig bewegt,Paul Hindemith,Sad,2015,0.183,0.138,
15KXx2QbOPrWlwJYSFafvT,Pua Onaona,The Rose Ensemble,Sad,2014,0.177,0.132,
2IJmygG3Tk9D4gjda1UJNG,初醒,易烊千璽,Sad,2020,0.105,0.331,
00Ucw5J4iGBsBITPKAcXEc,I Don't Wanna Live Forever,Cimorelli,Sad,2017,0.323,0.357,
3mK4Z0QdQUnbi1gl1L2WJi,Hypnotized: I. Entrance,Gary Schocker,Sad,2015,0.072,0.039,
3Rg3f71tMH1ms49JpQQ4Ad,Rakkauden hyvät ja huonot puolet,Mitra,Sad,2015,0.219,0.399,
7MTdMcoj9EoMRxpodHFbYY,Adi Shakti Meditation,Matthew Schoening,Sad,2014,0.263,0.202,
1hLAWv8kBgBBGAOe6m0pL8,Red Is the New Black,Bleeding Fingers,Sad,2020,0.038,0.224,
5cetFC0DPLBoehETSLF9TH,Lies,Martin George Selwood,Sad,2020,0.156,0.163,
6USEIhh0Ai9kkUAwiwIn86,Sing a Little Lullaby,Simon Joyner,Sad,2012,0.142,0.118,
4RpDADJMfCiUiTaQGWlMUW,"24 Preludes & Fugues, Op. 87: Fugue No. 24 in D Minor. Moderato",Dmitri Shostakovich,Sad,2017,0.076,0.178,
5Yo9wYT0W1bH6DqZ8oTleb,The End of the Affair,Jack Tempchin,Sad,2015,0.366,0.305,
6MZF0jrxCFnA8IeYjuFG6G,"Piano Trio No. 7 in B-Flat Major, Op. 97 ""Archduke"": IV. Allegro moderato - Presto",Ludwig van Beethoven,Sad,2017,0.322,0.148,
7E4oasfaTFF14nNYzqdIFk,"Amen, Alleluia",State Symphony Capella of Russia,Sad,2007,0.028,0.279,
680PWIZWK1blDixP7xXRon,"St. Matthew Passion, BWV 244: Part II: Aria: Erbarme dich (Alto)",Johann Sebastian Bach,Sad,2010,0.146,0.063,
7GkzY4rX5ChjsHM8JeBnU5,A Lady,Tally Hall,Sad,2011,0.096,0.183,
3oy4sC4nIvCMC2DidkPGcH,Trail of Tears,Lady Jane Grey,Sad,2000,0.386,0.428,
10dEACBmo7NgYNSh1uPbR2,From The Beginning,Marilynn Seits,Sad,2006,0.037,0.037,
1CNPY0F8PGutF5ytfeNSOq,Hodie (This Day): Pastoral: The shepherds sing,Ralph Vaughan Williams,Sad,2007,0.152,0.184,
6TzBZxGLFVW1zK2JgmR0zT,"3 Romanzen, Op. 94 (Arr. F. Kreisler): Romance, Op. 94, No. 2 (Arr. F. Kreisler For Violin And Piano)",Takako Nishizaki,Sad,2002,0.259,0.109,
6cDEfv5HESUJqLuN5s8agk,The Lake Charles Waltz,Phil Cunningham,Sad,2011,0.171,0.398,
2acgCAOJLa0Ez5q4Ladug0,Ten Mile Stilts,The Wailin Jennys,Sad,2004,0.215,0.152,
553u4L2TPrMDYWYC2j9TgQ,Too Late,Vitamin String Quartet,Sad,2005,0.066,0.311,
4iykPMYOPGgIRu3G8oicHo,The Blizzard,Camera Obscura,Sad,2009,0.33,0.256,
44402O8dc1KnfqVj4OUhiB,Arrival of the Queen of Sheba,Canadian Brass,Sad,2008,0.397,0.173,
5gjE7vciGfmspeOgulHIo1,Grotteschi The Red,S. J. Tucker,Sad,2008,0.364,0.311,
5VUXzBsdgcdX79krOOXCU1,Muiste Mere Laulud (Songs of the Ancient Sea),Veljo Tormis,Sad,2006,0.039,0.099,
46ylj6Y3yVJjxiAFhSEHmj,Seifenblasen,Suchtrupp,Sad,1999,0.034,0.214,
2QuFExWnf6OzE2H3rLh56t,The Reunion (live in NC),Edensong,Sad,2010,0.131,0.446,
3aPXAo90jPO7uL3p2vq1S6,I'm Home,Emily Bear,Sad,2010,0.077,0.154,
2LBfc6a0aJqyldDT5Qpatb,Stargazer,David S. Ware,Sad,2005,0.326,0.443,
3ALbXupo4qvkBIqo7hHfdA,"Sinfonia dello zodiaco, Partita No. 1, ""Spring"": I. Andante",Gian Francesco Malipiero,Sad,2010,0.038,0.058,
39NtiQGxKSZnoSoPCUBSlb,"Scenes historiques I, Op. 25: I. All'Overtura",Jean Sibelius,Sad,1997,0.038,0.126,
0DZMM8OD3n2evG8wEOS8iG,Variations on a March from Bellini's I Puritani,Frédéric Chopin,Sad,2000,0.038,0.003,
78UQNUTZP39iuN1j1Ju3k8,Push It Away,Saeta,Sad,1999,0.048,0.197,
6HPMbcDi8GcEFm8qLKn0XL,Prisoner of Time,Midnight Syndicate,Sad,2006,0.037,0.146,
05lJu2sfn54ilRJLZbtwy8,"Piano Quintet in A Major, Op. 114, D. 667, ""Die Forelle"" (The Trout): I. Allegro vivace",Franz Schubert,Sad,1992,0.171,0.137,
6giJIeO3oZTib5Y8snkMez,All The Pretty Little Horses,The Von Trapp Children,Sad,2005,0.398,0.031,
1yo33vgFqArJCqfh99tdle,Armageddon,Phil Cohran and The Artistic Heritage Ensemble,Sad,2010,0.076,0.414,
0WywUYs4beoVRm8KfytvFN,Canticle of the Sun: Praised be my Lord for our mother the Earth …,Leo Sowerby,Sad,2011,0.037,0.1,
5HeKnSNgWCKbVy6iWfKPx5,Petitò,Albert Pla,Sad,2011,0.074,0.19,
00Ph8gadjQBgUfhwrnhhIF,"Overture No. 3 in D Major, BWV 1068: II. Air",Johann Sebastian Bach,Sad,1995,0.117,0.197,
0us42HjQBzzkVjmdLrwWlg,Charlie's Feedback,Inocentes MC,Sad,2000,0.346,0.084,
3p3A4yeaYra6nAhVgBw4vh,Tiki's Take,Triorganico,Sad,2009,0.312,0.31,
0dskL3pcbvaKi8Cb9GGJau,Blue Station,Tortoise,Sad,2006,0.199,0.122,
7eBKKyBieUqicwFOmYQcsb,I Won't If You Won't,Patrick Doyle,Sad,1994,0.043,0.056,
6FueJcl9vC9flXNAfnZdyO,Heliotrope Bouquet: A Slow Drag Two-Step,Scott Joplin,Sad,2004,0.352,0.146,
029hhqX6CRoTk16iFs1xQ4,The Trolley Song from Meet Me in St. Louis,John Williams,Sad,1990,0.419,0.288,
43vAwLvu2GxYiPKlUn77r8,Reflection,Jeffrey Koepper,Sad,2009,0.159,0.285,
6Upa7iJsXhOTIA26b68gbm,Twentysix,Kilowatthours,Sad,2004,0.151,0.288,
5smNKV5kYir6umLJRkCXUo,The Girl With No Name,Murray Gold,Sad,2009,0.037,0.337,
5qDvjVZfQBL9Si50kHF4MN,"Overture (From ""Sergeant York"")",The City of Prague Philharmonic Orchestra,Sad,2000,0.079,0.149,
0ekSrDbGVAxPoZ5tLUA88i,Mefistofele: Epilogue - Romanza di Faust - Giunto sul passo estremo,Arrigo Boito,Sad,1996,0.104,0.074,
7gHXuMb8IeeSG0YxRBwvQC,Stronger Backs,Mary Gatchell,Sad,2005,0.172,0.422,
5CLtX4CZ5Mq1XxjyqZmEiR,Woven Wonders,Anne Wylie Band,Sad,2009,0.289,0.369,
5rXOggxGytmBwv95pFVdzT,Tout simplement jaloux,Michel Rivard,Sad,2008,0.404,0.421,
4Q35zSjkIAQ0OlLR2gGAAM,Soy Rebelde,Sola,Sad,2002,0.237,0.312,
63g1ldNbJ77qgwFcfs7mfQ,My Pocket's Empty,Bert Jansch,Sad,2006,0.177,0.387,
5nJu7Du7hU80S288dfpHmM,Start Again,Rico Blanco,Sad,2008,0.24,0.436,
2wC07nYMqtbjXCk4aJl4tR,Mousetrap,Strangled Darlings,Sad,2010,0.403,0.309,
5kZ65LrGPYxN3fmiqACil2,Hold My Hand,Enzo Garcia,Sad,2006,0.323,0.321,
2SE8kMJF2vObdRYxqsfTxW,"Variations on an Original Theme, Op. 36 ""Enigma"": Var. 1, C.A.E. (The Composer's Wife)",Edward Elgar,Sad,1974,0.037,0.036,
61ehq4JDOKKn3LM8Bf5SeS,My Funny Valentine,Cuong Vu 4-Tet,Sad,2011,0.128,0.147,
7hvSawEdGDV9yqTUmAvdKC,Alma de Bohemio,Aníbal Troilo Y Su Orquesta Típica,Sad,1998,0.156,0.327,
1spOmuNVIE2SvDWYSC1AvZ,"Accellerationen Walzer, Op. 234",Johann Strauss II,Sad,1990,0.323,0.138,
17JLD2Lw646lh7PM6kU0Aw,Den heliga natten (The Holy Night): VI. Mary's Lullaby,Hilding Rosenberg,Sad,1999,0.036,0.046,
3oTNF5cJJqwDodgJpWUpwL,Naughty Marietta: Act One: Duet: Dick/Marietta: So here's my hand,Victor Herbert,Sad,2001,0.291,0.037,
2a1VxZzpGzIvAvwMZP9Avo,Ludus tonalis: I. Praludium,Paul Hindemith,Sad,1991,0.118,0.016,
4IlKCT9tV1htcIrYyeghoU,My Heart Has Sprung,Brent Weinbach,Sad,2009,0.372,0.204,
0QAeKdaaKPGssaF7JCFMdp,"String Quartet No. 2, Op. 3: II. Andante",Mieczysław Weinberg,Sad,2008,0.04,0.038,
2K9DEXwtBciHh3fcIZPiwR,January 6,Ben Goldberg Trio,Sad,2011,0.065,0.009,
5bm3xlIvlhyilGSVRkXcAp,All You Need Is Love,Rockabye Baby!,Sad,2009,0.443,0.097,
2FdKnHP9Xc1yOQKgqnhIzA,Letting the Telephone Ring,Ani DiFranco,Sad,1990,0.421,0.111,
6h22BuC2QS7SdpTHuhfuIo,"The Painter's Eye: No. 4, Birth of Venus",Tom Cunningham,Sad,2009,0.183,0.184,
2BZMjWBblq6D88771ZOMNQ,Goodbye - 1987 Remastered,Benny Goodman,Sad,1992,0.204,0.266,
1eYoGY8tppM2uDt3YPzBaz,Symphony No. 4: I Moderato - Allegretto,George Antheil,Sad,2000,0.108,0.197,
1d0RqMxavxxE3lvCqNDQ98,Omie Wise,Mountain Home,Sad,2007,0.069,0.229,
2h5kwJ03eHDibL0rWmQbqx,Michelangelo,Emmylou Harris,Sad,2000,0.279,0.408,
6eIyQmLtCxLVzPS8SqfB4Y,I vespri siciliani*: Sinfonia,Giuseppe Verdi,Sad,1994,0.127,0.148,
60mcprnnNhJzR2zHnGzYNF,Chapter 14,Michel Gondry,Sad,2009,0.409,0.195,
5VavUVmoRUs6Sd5yjwQwHe,"Violin Sonata in E Minor, BWV 1023: I. Adagio ma non tanto (Transcribed for Guitar)",Philip Hii,Sad,1995,0.204,0.036,
0ul98JkMQAxrNfnejhfrZE,Black Beauty,Duke Ellington,Sad,2000,0.331,0.073,
77PgSvoS2uYtbebFg6zvTb,After the Legions,The Calm Blue Sea,Sad,2011,0.039,0.396,
6lWIpM1hclRj7AseDNoSvC,Crazy,Pickin On Series,Sad,2003,0.309,0.421,
20CxJ6AyICMsBhEguD5Gth,"String Quartet No. 13 in G Major, Op. 9, No. 3, Hob.III:21: III. Largo",Franz Joseph Haydn,Sad,1994,0.075,0.075,
66zdOTgQhmJIYoYLmWPQZc,Leaving On A Jet Plane,Tarnation,Sad,2000,0.201,0.397,
6O1URkXyqkxXHULNaiQifV,"String Quartet No. 1 in D Major, Op. 11: II. Andante cantabile (version for orchestra)",Pyotr Ilyich Tchaikovsky,Sad,2010,0.074,0.044,
4HX03k2pGtc8bQZNMI2Wwd,Por el Amor de una Mujer,Julio Iglesias,Sad,1998,0.312,0.404,
2eDRXBz91l8veesUkqyNon,A Star For You,Valery Ponomarev,Sad,1994,0.281,0.319,
6WhpWs9qnTTduQlI4yKCCR,Ich liebe dich,Johannes Kalpers,Sad,2001,0.101,0.368,
2tW0ADyWrkTDV6kocGbQjJ,Willing to Fight (live),Ani DiFranco,Sad,1997,0.292,0.432,
