song_id,title,artist,mood,rating,youtube_id,mood_source
bw_0340,Zehnaseeb,Chinmayi Sripaada,Fear,4.33,KLYwt0YmQw8,fallback
bw_0341,Bas Darwaze Pe Ek Darbaan Hai,Papon,Fear,4.33,-uCPiHCr8kE,fallback
bw_0342,Taareefon Se Nahin Tu Maanane Wali,Arijit Singh,Fear,4.33,ig1qW8pqK9E,fallback
bw_0343,Tu Jahan Jahan Chalega Mera Saaya Saath Hoga (Happy),Lata Mangeshkar,Fear,4.8,IB1gg-F0eZY,keyword
bw_0344,Yeh Hai Reshmi Zulfon Ka Andhera Na Ghabraiye,Asha Bhosle,Fear,4.75,lgWnO5IlWxY,keyword
bw_0345,Jab Andhera Hota Hai,Asha Bhosle,Fear,4.6,BK3huMqyRlU,keyword
bw_0346,Raat Bhar Ka Hai Mehman Andhera,Asha Bhosle,Fear,4.5,NufQfRt0uCQ,keyword
bw_0347,Raaz Seene Mein Mohabbat Ka,Lata Mangeshkar,Fear,4.25,3-0tcBhUBU0,keyword
bw_0348,Reshmi Ujala Hai Makhmali Andhera,Asha Bhosle,Fear,4.25,rwDJC3_ma4U,keyword
bw_0349,Tu Jahan Jahan Chalega Mera Saaya Saath Hoga (Sad),Lata Mangeshkar,Fear,4.0,m0wa3QN-jws,keyword
bw_0350,Ek Andhera Lakh Sitare,Mohammed Aziz,Fear,4.0,JlrTmlnAaU0,keyword
bw_0351,Main Kya Janoon Kya Jadoo Hai,K.L. Saigal,Fear,5.0,xgiKuSLwVjA,fallback
bw_0352,Hawa Mein Udta Jaye Mora Lal Dupatta Malmal Ka,Lata Mangeshkar,Fear,5.0,KfgjnZYqt88,fallback
bw_0353,Sun Sun Sun Sun Zalima,Geeta Dutt,Fear,5.0,p0VYpxh85w4,fallback
bw_0354,Maana Janaab Ne Pukara Nahin,Kishore Kumar,Fear,5.0,kT3WKSb1q_Q,fallback
bw_0355,Khoya Khoya Chaand Khula Aasman,Mohammed Rafi,Fear,5.0,EsENO8IjmoY,fallback
bw_0356,Duniya Kare Sawal To Hum Kya Jawab Den,Lata Mangeshkar,Fear,5.0,YHqdKJMoEoE,fallback
bw_0357,Aaj Bichde Hain Kal Ka Dar Bhi Nahin,Bhupinder Singh,Fear,5.0,pDzGdIWKf1M,fallback
bw_0358,Bhaage Re Mann,Sunidhi Chauhan,Fear,5.0,dCosqNGw2ck,fallback
bw_0359,Aaj Phir Jeene Ki Tamanna Hai,Lata Mangeshkar,Fear,4.93,sACLGUkLo3Q,fallback
bw_0360,Raina Beeti Jaye,Lata Mangeshkar,Fear,4.91,onlZVNKqhYQ,fallback
